BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Cafe Yolk,Restaurant/Cafe/Canteen,14 Wokingham Road,Reading,,RG6 1JG,5,2026-03-04,Reading,5,0,5,-0.9480344,51.4525947
Cafe Yolk,Restaurant/Cafe/Canteen,44 Erleigh Road,Reading,,RG1 5NA,4,2025-01-24,Reading,5,5,10,-0.9500928,51.449439
Caffe Nero,Restaurant/Cafe/Canteen,4-5 Broad Street,Reading,,RG1 2BH,5,2025-09-04,Reading,0,5,0,-0.9703064,51.4554002
Caffe Nero,Restaurant/Cafe/Canteen,75 Broad Street,Reading,,RG1 2AP,4,2025-11-05,Reading,5,10,5,-0.9750072,51.4553723
Caffe Nero at Apex Plaza,Restaurant/Cafe/Canteen,Forbury Road,Reading,,RG1 1AX,4,2025-10-16,Reading,5,10,5,,
Caffe Nero at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2024-10-25,Reading,5,5,5,,
Cake & Cream,Retailers - other,11-13 St Peters Road,Reading,,RG6 1NT,1,2026-02-18,Reading,10,10,20,-0.9351804,51.447776
Cake and Beyond,Restaurant/Cafe/Canteen,2a Dunstall Close Tilehurst,Reading,,RG31 5AY,5,2026-04-28,Reading,0,5,0,-1.0403034,51.4586597
Cake Box,Retailers - other,278 Oxford Road,Reading,,RG30 1AD,4,2026-04-14,Reading,5,10,5,-0.9937571,51.4564763
Cake Box,Mobile caterer,Broad Street Mall Broad Street,Reading,,RG1 7QE,5,2025-11-11,Reading,5,5,5,-0.975875,51.4548107
CakeCo,Takeaway/sandwich shop,1-9 Kings Road,Reading,,RG1 3EY,5,2026-08-17,Reading,5,5,5,-0.9687732,51.4551032
Cakes & More,Other catering premises,101 Wokingham Road,Reading,,RG6 1LH,AwaitingInspection,,Reading,,,,-0.9365756,51.4484181
Cakes and Bakes,Other catering premises,,,,,5,2024-05-26,Reading,5,0,5,,
Cakes by Amanda,Other catering premises,,,,,5,2024-11-28,Reading,0,0,0,,
Cakes by Chrissy,Other catering premises,,,,,5,2025-08-29,Reading,0,0,5,,
Calcutta Junction Kitchen,Other catering premises,Claydon Court Caversham,Reading,,RG4 8BQ,AwaitingInspection,,Reading,,,,,
Calico Bar & Eatery at Hotel 1843,Pub/bar/nightclub,33 London Street,Reading,,RG1 4PS,5,2026-03-26,Reading,5,5,5,-0.9679001,51.4529692
Camomile Patisserie,Other catering premises,,,,,5,2021-09-16,Reading,0,0,5,,
Candy Quest,Manufacturers/packers,,,,,5,2025-03-20,Reading,0,0,5,,
Caprinos Pizza,Other catering premises,93 Wokingham Road,Reading,,RG6 1LH,5,2026-05-13,Reading,5,5,5,-0.9367741,51.4485458
Card Factory,Retailers - other,46 Broad Street,Reading,,RG1 2AA,Exempt,,Reading,,,,-0.9730017,51.4558645
Card Factory at Broad Street Mall,Retailers - other,Broad Street,Reading,,RG1 7QE,Exempt,,Reading,,,,,
Carluccios / Gourmet Burger,Restaurant/Cafe/Canteen,The Forbury,Reading,,RG1 3EU,5,2025-04-10,Reading,0,0,5,,
Caterlink at Alfred Sutton Primary School,School/college/university,148 Wokingham Road,Reading,,RG6 1JP,5,2025-05-16,Reading,0,5,5,-0.9375232,51.4485076
Caterlink at Caversham Childrens Centre,Hospitals/Childcare/Caring Premises,114 Amersham Road,Caversham,Reading Berkshire,RG4 5NA,5,2025-01-21,Reading,0,5,0,-0.9510285,51.4663793
Caterlink at Caversham Park Primary,School/college/university,Queensway,Caversham,Reading,RG4 6RP,5,2025-06-24,Reading,0,5,5,,
Caterlink at Caversham Primary School,School/college/university,Hemdean Road,Caversham,Reading,RG4 7RA,5,2024-11-21,Reading,5,0,0,,
Caterlink at Christ The King RC Primary School,School/college/university,Lulworth Road,Reading,Berkshire,RG2 8LX,5,2026-05-14,Reading,5,5,5,-0.96209864,51.42289899
Caterlink at Coley Primary School,School/college/university,Wolseley Street,Reading,,RG1 6AZ,5,2026-06-08,Reading,5,5,5,-0.97777302,51.44889207
Caterlink at Emmer Green Primary School,School/college/university,Grove Road,Emmer Green,Reading,RG4 8LN,5,2025-01-30,Reading,0,5,0,,
Caterlink at English Martyrs RC Primary School,School/college/university,Dee Road,Tilehurst,Reading,RG30 4BE,5,2024-10-03,Reading,5,5,5,,
Caterlink at EP Collier Primary School,School/college/university,91 York Road,Reading,,RG1 8DU,5,2025-01-22,Reading,5,0,5,-0.9775126,51.4626931
Caterlink at Holybrook Special School,School/college/university,145 Ashampstead Road,Reading,,RG30 3LJ,5,2024-09-12,Reading,5,5,0,-1.0165975,51.441123
Caterlink at Katesgrove Primary School,School/college/university,Dorothy Street,Reading,,RG1 2NL,5,2024-10-22,Reading,0,5,0,-0.97162515,51.4496514
Caterlink at Kendrick Girls School,School/college/university,41-43 London Road,Reading,,RG1 5BN,5,2025-02-06,Reading,0,0,0,-0.9643282,51.4511842
Caterlink at Kennet Day Nursery at Reading Borough Council,Hospitals/Childcare/Caring Premises,2-10 Bridge Street,Reading,,RG1 2LU,5,2026-03-18,Reading,0,5,5,-0.9735996,51.4535858
Caterlink at Manor Primary School,School/college/university,110 Ashampstead Road,Reading,,RG30 3LJ,5,2025-04-09,Reading,5,5,0,-1.0159528,51.4417843
Caterlink at Micklands Primary School,School/college/university,Micklands Road,Caversham,Reading,RG4 6LU,5,2024-09-20,Reading,0,5,5,,
Caterlink at Moorlands Primary School,School/college/university,Church End Lane,Tilehurst,Reading,RG30 4UN,5,2026-09-07,Reading,0,0,0,,
Caterlink at New Christ Church Primary School,School/college/university,Milman Road,Reading,Berkshire,RG2 0AY,5,2024-07-10,Reading,0,5,0,-0.9681173,51.44426
Caterlink at New Town Primary School,School/college/university,School Terrace,Reading,,RG1 3LS,5,2026-07-15,Reading,0,5,0,,
Caterlink at Oxford Road Primary,School/college/university,146 Oxford Road,Reading,,RG1 7PJ,5,2025-09-08,Reading,0,0,0,-0.9868648,51.4557335
Caterlink at Park Lane Infants School,School/college/university,256 School Road,Tilehurst,Reading Berkshire,RG31 5BD,5,2025-09-18,Reading,5,5,5,,
Caterlink at Park Lane Primary Junior School,School/college/university,130 School Road,Tilehurst,Reading,RG31 5BD,5,2026-03-18,Reading,5,5,0,-1.0435126,51.4572342
Caterlink at Redlands Primary School,School/college/university,Lydford Road,Reading,,RG1 5QH,5,2024-09-11,Reading,0,5,5,-0.94965435,51.44675605
Caterlink at Southcote Primary School,School/college/university,Silchester Road,Reading,,RG30 3EJ,5,2025-11-14,Reading,5,5,0,-1.00178734,51.44292796
Caterlink at St Anne's RC Primary School,School/college/university,Washington Road,Caversham,Reading,RG4 5AA,5,2025-09-11,Reading,0,5,0,,
Caterlink at St John's CE Primary School,School/college/university,121-147 Orts Road,Reading,Berkshire,RG1 3JN,5,2024-09-11,Reading,5,5,0,-0.9526988,51.4550373
Caterlink at St Martins R C Primary School,School/college/university,Pendennis Avenue,Caversham,Reading,RG4 6SS,5,2025-10-01,Reading,5,0,0,,
Caterlink at St Mary's & All Saints CE Primary School,School/college/university,149 Wensley Road,Reading,Berkshire,RG1 6DU,4,2026-07-16,Reading,5,10,5,,
Caterlink at St Michaels Primary School,School/college/university,Dee Road,Tilehurst,Reading,RG30 4AS,5,2025-11-28,Reading,0,5,0,,
Caterlink at Thameside Primary School,School/college/university,Harley Road,Caversham,Reading,RG4 8DB,5,2025-12-18,Reading,5,5,5,,
Caterlink at The Hill Primary School,School/college/university,Peppard Road,Emmer Green,Reading,RG4 8TU,5,2024-10-10,Reading,0,5,0,,
Caterlink at The Palmer Academy,School/college/university,70 Northumberland Avenue,Reading,Berkshire,RG2 7PP,5,2025-04-24,Reading,0,0,5,-0.9639627,51.4393748
Caterlink at The Ridgeway Primary School,School/college/university,Willow Gardens,Reading,,RG2 7EL,5,2025-10-02,Reading,5,5,0,-0.95087149,51.4285235
Caterlink at UTC Reading,School/college/university,Crescent Road,Reading,,RG1 5RQ,5,2024-09-12,Reading,0,0,0,-0.93863685,51.4486741
Caterlink at Whitley Park Primary and Nursery School,School/college/university,Brixham Road,Reading,,RG2 7RB,5,2025-06-11,Reading,0,0,0,-0.96651269,51.43202683
Caterlink at Wilson Primary School,School/college/university,Wilson Road,Reading,Berkshire,RG30 2RW,5,2025-09-08,Reading,5,5,5,,
Cats Protection - Tilehurst Charity Shop,Retailers - other,11 The Triangle,Tilehurst,Reading,RG30 4RN,Exempt,,Reading,,,,-1.040448,51.4578656
Caversham Baptist Church,Other catering premises,South Street,Caversham,Reading,RG4 8HY,5,2025-03-21,Reading,0,5,5,,
Caversham Bowling Club,Pub/bar/nightclub,Albert Road,Caversham,Reading Berkshire,RG4 7AN,5,2026-08-03,Reading,5,0,0,,
Caversham Butcher,Retailers - other,39a Church Street,Caversham,Reading,RG4 8BA,5,2025-05-15,Reading,5,5,5,-0.974417,51.467225
Caversham Health & Fitness Club,Pub/bar/nightclub,Archway Road,Caversham,Reading,RG4 8AN,5,2025-05-22,Reading,5,5,5,-0.97291665,51.46716245
Caversham Local Food & Wine,Retailers - other,320 Hemdean Road,Caversham,Reading,RG4 7QS,5,2019-12-07,Reading,0,5,5,-0.97678,51.4767953
Caversham Nursery School,Hospitals/Childcare/Caring Premises,114 Amersham Road,Caversham,Reading,RG4 5NA,5,2025-12-08,Reading,0,5,0,-0.9510285,51.4663793
Caversham Park Primary School,School/college/university,Queensway,Caversham,Reading,RG4 6RP,5,2025-10-15,Reading,0,0,5,,
Caversham Park Village Social Club,Pub/bar/nightclub,Milestone Way,Caversham,Reading,RG4 6PF,5,2026-06-08,Reading,5,5,5,,
Caversham Pharmacy,Retailers - other,59a Hemdean Road,Caversham,Reading,RG4 7SS,Exempt,,Reading,,,,-0.9735438,51.4695733
Caversham Preparatory School,School/college/university,16 Peppard Road,Caversham,Reading,RG4 8JZ,4,2025-04-02,Reading,5,10,5,-0.9679701,51.4728603
Caversham Tandoori,Takeaway/sandwich shop,15 Prospect Street Caversham,Reading,,RG4 8JB,AwaitingInspection,,Reading,,,,-0.9719907,51.4682109
Caversham Working Mens Club,Pub/bar/nightclub,36 Church Street,Caversham,Reading,RG4 8AU,5,2018-07-21,Reading,5,5,5,-0.973783,51.4678939
Caviar Fresh Fish,Retailers - other,51 Whitley Street,Reading,,RG2 0EG,4,2026-04-16,Reading,5,10,5,-0.965097,51.4451935
Cellar & Glass Limited,Retailers - other,27 Rose Kiln Lane,Reading,,RG2 0JZ,AwaitingInspection,,Reading,,,,-0.9759891,51.4419893
Chaaye Paani,Other catering premises,Moulsford Mews,Reading,,RG30 1AP,4,2025-05-21,Reading,5,10,5,-0.99777003,51.45971832
Chaiiwala Reading,Restaurant/Cafe/Canteen,140-142 Wokingham Road,Reading,,RG6 1JL,2,2026-01-19,Reading,10,15,10,-0.9382836,51.4492248
Chandni Kiosk,Retailers - other,161 Friar Street,Reading,,RG1 1HE,3,2025-03-21,Reading,5,10,10,-0.9709311,51.4564218
Charles Clore Court at  A2dominion,Hospitals/Childcare/Caring Premises,Appleford Road,Reading,,RG30 3NT,5,2025-06-26,Reading,5,0,5,,
Chartwells at Battle Primary School,School/college/university,Cranbury Road,Reading,,RG30 2TD,5,2025-09-16,Reading,5,5,0,-0.99802845,51.4535333
Chartwells at Kings Academy Prospect,School/college/university,Cockney Hill,Tilehurst,Reading,RG30 4EX,5,2024-10-11,Reading,0,5,5,,
Chartwells at Reading Girls School,School/college/university,Northumberland Avenue,Reading,,RG2 7PY,5,2025-09-18,Reading,0,5,0,,
Chase doughnuts,Mobile caterer,273 Norcot Road,Reading,,RG30 6AF,AwaitingInspection,,Reading,,,,-1.0207549,51.4600229
Chef Stevie's Caribbean Kitchen,Other catering premises,15 Highbridge Close,Caversham,Reading,RG4 6PH,5,2026-03-03,Reading,0,5,0,-0.9490166,51.4781319
Chick Bunz,Restaurant/Cafe/Canteen,41 Wokingham Road,Reading,,RG6 1LG,3,2026-03-12,Reading,10,5,10,-0.938018,51.4495102
Chicken Base,Takeaway/sandwich shop,144 Wokingham Road,Reading,,RG6 1JL,1,2026-03-18,Reading,15,15,20,-0.9382276,51.4491614
Chilis Indian Restaurant,Restaurant/Cafe/Canteen,2a & 3a Kings Walk,Kings Street,Reading,RG1 2HG,5,2024-12-01,Reading,5,5,5,-0.9696329,51.45463
Chilis South Indian Restaurant,Restaurant/Cafe/Canteen,Unit 8a-9a & 11a Kings Walk King Street,Reading,,RG1 2HG,5,2025-05-12,Reading,5,5,5,,
Chill Cup,Takeaway/sandwich shop,Unit 7a 19/23 King Street,Reading,,RG1 2HG,3,2026-03-18,Reading,10,10,10,-0.96969,51.45479
Chillim,Restaurant/Cafe/Canteen,56 St Mary's Butts,Reading,,RG1 2LG,1,2026-03-05,Reading,15,15,20,-0.97429,51.454666
Chillim,Restaurant/Cafe/Canteen,598-600 Oxford Road,Reading,,RG30 1EG,3,2025-08-19,Reading,10,10,10,-1.0046252,51.4590688
Chilmington House,Hospitals/Childcare/Caring Premises,Armadale Court,Reading,,RG30 2ES,5,2025-10-22,Reading,5,0,5,,
Chimney Court at A2Dominion,Hospitals/Childcare/Caring Premises,Shilling Close,Reading,Berkshire,RG30 4NT,4,2025-09-16,Reading,5,10,5,,
Chocist,Other catering premises,,,,,5,2025-09-10,Reading,0,0,0,,
Choice Carrisbrooke,Hospitals/Childcare/Caring Premises,341 Peppard Road,Emmer Green,Reading,RG4 8XG,5,2025-06-13,Reading,5,5,5,-0.9623571,51.4886368
Choice Parkview,Hospitals/Childcare/Caring Premises,1 Armour Road,Tilehurst,Reading,RG31 6EX,3,2025-08-01,Reading,10,5,10,-1.0367529,51.4610994
Choice Peppard House,Hospitals/Childcare/Caring Premises,45 Woodcote Road,Caversham,Reading,RG4 7BB,5,2025-06-23,Reading,5,5,5,-0.9889524,51.4739695
"Choice, Hazeldene",Hospitals/Childcare/Caring Premises,129 Wantage Road,Reading,,RG30 2SL,4,2025-11-21,Reading,0,0,10,-1.0042401,51.4536074
Chop Suey House,Takeaway/sandwich shop,679 Oxford Road,Reading,,RG30 1HP,3,2026-05-08,Reading,10,10,10,-1.0082087,51.4597646
Chopstix Noodle Bar,Restaurant/Cafe/Canteen,80 Broad Street,Reading,,RG1 2AP,5,2025-07-31,Reading,5,5,0,-0.9747979,51.4553497
Christian Community Action Drop In Centre,Takeaway/sandwich shop,South Street,Caversham,Reading,RG4 8HY,5,2025-06-25,Reading,5,0,5,,
Christine's,Other catering premises,Oak Tree House 10 Spey Road,Reading,,RG30 4DZ,4,2026-05-19,Reading,10,5,0,-1.0168778,51.4562317
Chubby's Mobile Van,Mobile caterer,468 Basingstoke Road,Reading,,RG2 0QQ,5,2026-05-08,Reading,0,5,5,-0.9713814,51.4267705
Churchend Primary Academy,Restaurant/Cafe/Canteen,Usk Road,Tilehurst,Reading,RG30 4HP,5,2026-05-05,Reading,5,5,0,-1.0278372,51.4503366
Churchend Primary Academy Trust (Compass Group),School/college/university,Usk Road,Tilehurst,Reading,RG30 4HP,5,2026-05-05,Reading,5,5,0,-1.0278372,51.4503366
Churches In Reading Drop In Centre,Restaurant/Cafe/Canteen,Berkeley Avenue,Reading,,RG1 6JT,3,2025-12-16,Reading,10,5,10,,
Circle Reading,Hospitals/Childcare/Caring Premises,100 Drake Way,Reading,,RG2 0NE,5,2025-03-06,Reading,5,0,5,-0.9763871,51.4293322
Clay's,Restaurant/Cafe/Canteen,22-24 Prospect Street,Caversham,Reading,RG4 8JG,5,2025-06-26,Reading,0,5,5,-0.9724,51.4682
Cloud Nine Candy Floss Art,Mobile caterer,2 James Street,Reading,,RG1 7NR,5,2026-08-18,Reading,0,0,0,-0.9852901,51.4559986
Club Era,Pub/bar/nightclub,16 Friar Street,Reading,,RG1 1DB,4,2017-09-29,Reading,5,10,5,-0.9716689,51.4568959
Cmart Oriental Store,Retailers - other,1 St Marys Butts,Reading,,RG1 2LN,5,2025-05-12,Reading,0,0,5,-0.9753815,51.4549952
Coconut Bar & Kitchen,Restaurant/Cafe/Canteen,62 St Marys Butts,Reading,,RG1 2LG,3,2025-06-11,Reading,10,10,10,-0.9745461,51.4550238
Coconut Sweets,Takeaway/sandwich shop,,,,,5,2025-10-10,Reading,0,0,5,,
Coffee & Cream / Cake Stop,Other catering premises,152 Park Lane,Tilehurst,Reading,RG31 4DU,4,2025-06-04,Reading,5,5,10,-1.0470416,51.4508876
Coffee House,Restaurant/Cafe/Canteen,33 Prospect Street,Caversham,Reading,RG4 8JB,4,2024-08-28,Reading,5,5,10,-0.9714449,51.4685135
Cogni Nootropia,Retailers - other,,,,,5,2026-02-20,Reading,5,0,0,,
Coley Park Off Licence,Retailers - other,52 Wensley Road,Reading,,RG1 6DJ,Exempt,,Reading,,,,-0.985419,51.445632
Coley Park Pantry,Retailers - other,Coley Park Baptist Church Wensley Road,Reading,,RG1 6DU,5,2025-04-03,Reading,0,5,5,,
Compass at SSE,Restaurant/Cafe/Canteen,1 Forbury Place 43 Forbury Road,Reading,,RG1 3JH,5,2025-04-30,Reading,5,0,5,-0.9655867,51.4579033
Compass Catering at Select Car Leasing Stadium,Restaurant/Cafe/Canteen,Shooters Way,Reading,,RG2 0FL,5,2023-03-02,Reading,5,5,0,,
Compass Group Uk and Ireland,Restaurant/Cafe/Canteen,2 Forbury Place,Forbury Road,Reading,RG1 3JH,5,2026-06-03,Reading,0,5,0,,
Comptoir Libanais at The Oracle,Restaurant/Cafe/Canteen,Riverside Pavilion,Oracle Shopping Centre,Unit R50 Bridge Street,RG1 2LR,5,2025-11-20,Reading,0,5,5,,
Conisboro Express,Retailers - other,46 Conisboro Avenue,Caversham,Reading,RG4 7JB,3,2025-03-28,Reading,10,10,10,-0.9889313,51.4807852
Co-operative Food,Retailers - supermarkets/hypermarkets,100 South View Avenue,Caversham,Reading,RG4 5BB,5,2025-01-02,Reading,0,0,0,-0.9592633,51.4682602
Co-operative Food,Retailers - supermarkets/hypermarkets,124 Henley Road,Caversham,Reading,RG4 6DH,5,2024-12-17,Reading,0,0,0,-0.9586975,51.4709798
Co-operative Food,Retailers - supermarkets/hypermarkets,164-168 Whitley Wood Road,Reading,,RG2 8LQ,5,2025-02-25,Reading,5,5,5,-0.95984,51.41914
Co-operative Food,Retailers - supermarkets/hypermarkets,201 London Road,Reading,,RG1 3NU,5,2025-08-12,Reading,0,5,5,-0.9490419,51.4532151
Co-operative Food,Retailers - supermarkets/hypermarkets,29-35 School Road,Tilehurst,Reading,RG31 5AR,5,2018-07-24,Reading,0,0,0,-1.037031,51.4601935
Co-operative Food,Retailers - supermarkets/hypermarkets,55-57 Erleigh Road,Reading,,RG1 5NL,5,2025-09-17,Reading,5,5,5,-0.949508,51.4498384
Cornerstones/A2Dominion,Hospitals/Childcare/Caring Premises,Halcyon Terrace,Tilehurst,Reading,,5,2025-11-27,Reading,0,5,5,-1.0316233,51.4588618
Cosmo,Restaurant/Cafe/Canteen,35-38 Friar Street,Reading,,RG1 1DX,5,2026-05-03,Reading,5,5,5,-0.9737986,51.4569146
Costa Coffee,Other catering premises,1 The Triangle,Tilehurst,Reading,RG30 4RW,5,2026-05-08,Reading,5,5,5,,
Costa Coffee,Restaurant/Cafe/Canteen,43 Church Street,Caversham,Reading,RG4 8BA,5,2025-10-16,Reading,5,5,5,-0.9743838,51.4674226
Costa Coffee,Other catering premises,99 Broad Street,Reading,,RG1 2AX,5,2025-01-04,Reading,5,5,5,-0.9729269,51.4553513
Costa Coffee,Restaurant/Cafe/Canteen,Proctor End North,Reading,,RG2 0GG,5,2025-08-26,Reading,5,5,0,,
Costa Coffee at Reading Rail Station Concourse,Restaurant/Cafe/Canteen,Station Approach,Reading,,RG1 1LT,5,2026-04-06,Reading,5,5,5,-0.97266395,51.45874139
Costa Coffee at Tesco,Restaurant/Cafe/Canteen,Portman Road,Reading,Berkshire,RG30 1AH,5,2026-04-18,Reading,5,0,5,-0.99680866,51.46067183
Costa Coffee Store,Restaurant/Cafe/Canteen,4 Butter Market,Reading,,RG1 2DP,5,2025-09-19,Reading,5,5,0,-0.9701505,51.455291
Costa Coffee Store at Reading Gate Retail Park,Restaurant/Cafe/Canteen,,Reading,,RG2 0QG,5,2026-07-10,Reading,0,5,0,,
Costcutter,Retailers - other,70 Christchurch Road,Reading,,RG2 7AZ,2,2026-06-12,Reading,10,15,10,-0.9555986,51.4427533
Cosy Club Reading,Restaurant/Cafe/Canteen,L30 The Oracle Shopping Centre Minster Street,Reading,,RG1 2AQ,5,2025-07-16,Reading,0,0,0,,
Cote Brasserie at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2026-06-08,Reading,5,5,0,,
Cranbury College,School/college/university,Cranbury Road,Reading,,RG30 2TS,4,2026-05-20,Reading,5,10,0,-0.99825505,51.4543856
Creams Café Reading,Restaurant/Cafe/Canteen,14-16 Oxford Road,Reading,,RG1 7LA,4,2025-06-22,Reading,5,10,5,-0.976232,51.4555781
Creperie Doux Sourire,Other catering premises,Bridge Street,Reading,,RG1 2AG,4,2024-10-25,Reading,10,5,5,,
Cressingham Short Break,Hospitals/Childcare/Caring Premises,27 Cressingham Road,Reading,,RG2 7RU,5,2026-01-27,Reading,0,0,5,-0.9529585,51.4323802
Crispy Dosa Kitchen,Other catering premises,20 Portman Road,Reading,,RG30 1EA,1,2026-05-07,Reading,20,10,20,-0.996811,51.4609625
Crispy Dosa Restaurant,Restaurant/Cafe/Canteen,60 Oxford Road,Reading,,RG1 7LT,4,2026-07-16,Reading,10,5,5,-0.978179,51.4553973
Crispy flavours,Takeaway/sandwich shop,189 London Road,Reading,,RG1 3NU,4,2026-04-20,Reading,5,10,5,-0.9494898,51.4531382
Cross Country Trains at Reading Rail Station,Restaurant/Cafe/Canteen,Station Approach,Reading,,,5,2017-09-26,Reading,0,0,0,,
Crown Lodge Guest House,Hotel/bed & breakfast/guest house,27 Russell Street,Reading,,RG1 7XD,5,2023-08-08,Reading,0,0,0,-0.9824022,51.4538245
Crumbs Food Co  at Meadow Park Academy,School/college/university,Norcot Road,Tilehurst,Reading,RG30 6BS,3,2026-06-29,Reading,5,10,10,-1.0330687,51.45975845
Crumbs Food Co / Mash Up / Honolulu Poke / Whip It Up,Takeaway/sandwich shop,64 Portman Road,Reading,,RG30 1EA,5,2026-06-30,Reading,5,5,5,-1.0084893,51.4627613
Crumbs Food Co @ Green Park Village Primary Academy,School/college/university,2 Flagstaff Road,Reading,,RG2 6AX,5,2026-07-07,Reading,5,5,0,-0.995499,51.4256887
Crumbs Food Co at All Saints Junior School,School/college/university,Brownlow Road,Reading,,RG1 6NP,5,2025-02-27,Reading,5,0,0,-0.98899405,51.4520381
Crumbs Food Co at Civitas Academy,School/college/university,90a Great Knollys Street,Reading,,RG1 7HL,5,2025-11-17,Reading,0,5,5,-0.9820874,51.4582818
Culinary Delights,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
CultureMix Arts & Music Centre,Pub/bar/nightclub,7 Queens Walk,Reading,,RG1 7QF,5,2025-08-21,Reading,0,0,0,-0.9763454,51.4543652
CUP Coffee Under Pressure,Restaurant/Cafe/Canteen,53 St Marys Butts,Reading,,RG1 2LG,5,2025-12-12,Reading,5,5,0,-0.9740481,51.4547447
CUP Speciality Coffee & Tea,Restaurant/Cafe/Canteen,7 Blagrave Street,Reading,,RG1 1PJ,3,2025-07-31,Reading,10,10,10,-0.9704998,51.4570385
Curry Chef,Restaurant/Cafe/Canteen,469 Northumberland Avenue,Reading,,RG2 8LZ,3,2026-04-27,Reading,10,10,10,-0.959051,51.4231545
Curry House,Other catering premises,,,,,5,2026-07-02,Reading,5,0,5,,
Curry Rasoi,Takeaway/sandwich shop,77 Northumberland Avenue,Reading,,RG2 7PT,5,2026-05-20,Reading,5,5,5,-0.9622865,51.4390632
D & D Convenience Store,Retailers - other,29 Whitley Wood Lane,Reading,,RG2 8PN,1,2025-06-01,Reading,10,10,20,-0.9684535,51.4200906
D&A Catering,Other catering premises,,,,,5,2024-11-03,Reading,0,0,5,,
D&D Convenience Store,Retailers - other,23 Cholmeley Road,Reading,,RG1 3NQ,4,2024-02-12,Reading,5,5,10,-0.9466633,51.4546415
D’s House Bakery,Other catering premises,,,,,5,2024-02-27,Reading,0,5,5,,
Da Spottt,Restaurant/Cafe/Canteen,178-180 Oxford Road,Reading,,RG1 7PL,5,2024-11-10,Reading,5,5,5,-0.98885,51.45578
Da Village Afghan Resteraunt,Restaurant/Cafe/Canteen,387 Oxford Road,Reading,,RG30 1HA,5,2025-01-05,Reading,5,5,5,-0.995455,51.4564998
